Match number,blueBans,redBans
1346,"['Kalista', 'KogMaw', 'Varus']","['Shen', 'Elise', 'Sivir']"
1347,"['Kalista', 'Elise', 'Maokai']","['Jax', 'Morgana', 'Varus']"
1348,"['Kalista', 'Lulu', 'Elise']","['Jax', 'Morgana', 'Trundle']"
1349,"['Shen', 'Lulu', 'Fizz']","['Jax', 'Morgana', 'Varus']"
1350,"['Azir', 'Yasuo', 'Fizz']","['Lulu', 'Kalista', 'Viktor']"
1351,"['Kalista', 'Varus', 'Fizz']","['Elise', 'Azir', 'Lulu']"
1352,"['Azir', 'Yasuo', 'Fizz']","['Lulu', 'Kalista', 'Gangplank']"
1353,"['Kalista', 'Varus', 'Fizz']","['Lulu', 'Yasuo', 'Sivir']"
1354,"['Yasuo', 'Fizz', 'Azir']","['Lulu', 'Gangplank', 'Varus']"
1355,"['Kalista', 'Lulu', 'Fizz']","['Morgana', 'Braum', 'Gangplank']"
1356,"['Morgana', 'Varus', 'Sivir']","['Kalista', 'Lulu', 'Gangplank']"
1357,"['Lulu', 'Kalista', 'Braum']","['Morgana', 'Sivir', 'Viktor']"
1358,"['Kindred', 'Kassadin', 'TahmKench']","['Lulu', 'Gangplank', 'Ryze']"
1359,"['Lissandra', 'Kindred', 'Gangplank']","['Poppy', 'Lulu', 'Shen']"
1360,"['Morgana', 'Poppy', 'Lissandra']","['Lulu', 'Gangplank', 'Kindred']"
1361,"['Trundle', 'Kindred', 'Shen']","['Gangplank', 'Lissandra', 'Lulu']"
1362,"['Kindred', 'TahmKench', 'Lissandra']","['Fiora', 'Gangplank', 'Olaf']"
1363,"['Alistar', 'TahmKench', 'Lulu']","['Gangplank', 'Lissandra', 'Graves']"
1364,"['Trundle', 'Kindred', 'TahmKench']","['Gangplank', 'Lulu', 'Ryze']"
1365,"['TahmKench', 'Kindred', 'Lissandra']","['Gangplank', 'Lulu', 'Thresh']"
1366,"['Kindred', 'TahmKench', 'Morgana']","['Lulu', 'Gangplank', 'Zed']"
1367,"['RekSai', 'Zac', 'Shen']","['Zed', 'Gangplank', 'Ahri']"
1368,"['Graves', 'Trundle', 'Lulu']","['Poppy', 'Gangplank', 'TahmKench']"
1369,"['Fiora', 'Kindred', 'Elise']","['TahmKench', 'Lulu', 'Gangplank']"
1370,"['Ryze', 'Elise', 'Kindred']","['Gangplank', 'Lissandra', 'Lulu']"
1371,"['Trundle', 'Fiora', 'Ryze']","['Gangplank', 'Quinn', 'Lulu']"
1372,"['Graves', 'TahmKench', 'Shen']","['Gangplank', 'Poppy', 'Olaf']"
1373,"['Quinn', 'TahmKench', 'Corki']","['Gangplank', 'Lulu', 'Lissandra']"
1374,"['RekSai', 'Gangplank', 'Ryze']","['Fiora', 'Alistar', 'Lulu']"
1375,"['Elise', 'Kindred', 'TahmKench']","['Gangplank', 'Lissandra', 'Lulu']"
1376,"['Trundle', 'Kindred', 'Ryze']","['Gangplank', 'Elise', 'Lulu']"
1377,"['Poppy', 'Corki', 'Elise']","['TahmKench', 'Kalista', 'Gangplank']"
1378,"['Kalista', 'Poppy', 'Elise']","['Gangplank', 'Lissandra', 'TahmKench']"
1379,"['Ryze', 'Corki', 'Morgana']","['TahmKench', 'Kalista', 'Gangplank']"
1380,"['Poppy', 'Alistar', 'Kalista']","['Gangplank', 'TahmKench', 'Shen']"
1381,"['Lissandra', 'Poppy', 'Alistar']","['TahmKench', 'Ryze', 'Gangplank']"
1382,"['Kalista', 'Elise', 'Fiora']","['Lucian', 'Shen', 'Corki']"
1383,"['Quinn', 'Elise', 'Leblanc']","['TahmKench', 'Kalista', 'Gangplank']"
1384,"['TahmKench', 'Shen', 'Corki']","['Poppy', 'Lulu', 'Elise']"
1385,"['Lissandra', 'Zed', 'TahmKench']","['Gangplank', 'Kalista', 'Ryze']"
1386,"['Fiora', 'Graves', 'Kalista']","['Gangplank', 'Poppy', 'TahmKench']"
1387,"['Shen', 'TahmKench', 'Lulu']","['Ryze', 'Gangplank', 'RekSai']"
1388,"['Graves', 'Lulu', 'Ryze']","['Alistar', 'Kalista', 'Poppy']"
1389,"['Poppy', 'Lissandra', 'Kalista']","['Gangplank', 'Corki', 'Lulu']"
1390,"['Lulu', 'Alistar', 'Lucian']","['Gangplank', 'Poppy', 'Thresh']"
1391,"['Corki', 'Lucian', 'Poppy']","['Quinn', 'Graves', 'Elise']"
1392,"['Kalista', 'Leblanc', 'Gangplank']","['Lissandra', 'Lulu', 'Alistar']"
1393,"['Leblanc', 'Elise', 'Corki']","['Thresh', 'Gangplank', 'Kalista']"
1394,"['Lulu', 'Ryze', 'Gangplank']","['Kalista', 'Corki', 'Alistar']"
1395,"['Graves', 'Lulu', 'Gangplank']","['Alistar', 'Kalista', 'Kindred']"
1396,"['Lulu', 'Corki', 'Poppy']","['Kalista', 'Gangplank', 'Quinn']"
1397,"['Corki', 'Gangplank', 'Leblanc']","['Kalista', 'Alistar', 'Poppy']"
1398,"['Nidalee', 'Lissandra', 'Quinn']","['Kalista', 'Alistar', 'Poppy']"
1399,"['Alistar', 'Fiora', 'Poppy']","['Lulu', 'Kalista', 'Gangplank']"
1400,"['Lulu', 'Ryze', 'Lucian']","['Alistar', 'Kalista', 'Bard']"
1401,"['Lulu', 'Graves', 'Lucian']","['Braum', 'Poppy', 'Akali']"
1402,"['Corki', 'Fiora', 'Elise']","['Poppy', 'Gangplank', 'Lulu']"
1403,"['Lulu', 'Fiora', 'Gangplank']","['Alistar', 'Poppy', 'Kalista']"
1404,"['Nidalee', 'Quinn', 'Lulu']","['Kalista', 'Fiora', 'Lucian']"
1405,"['Kalista', 'Graves', 'Lucian']","['Fiora', 'TahmKench', 'Alistar']"
1406,"['Ryze', 'Gangplank', 'RekSai']","['Kalista', 'Nidalee', 'Alistar']"
1407,"['Braum', 'Malphite', 'Kalista']","['Poppy', 'Gangplank', 'Leblanc']"
1408,"['Lulu', 'Gangplank', 'KogMaw']","['Nidalee', 'Kalista', 'Quinn']"
1409,"['Nidalee', 'Quinn', 'Leblanc']","['RekSai', 'Gangplank', 'Morgana']"
1410,"['Nidalee', 'Rumble', 'Alistar']","['Lulu', 'Kindred', 'Kalista']"
1411,"['Poppy', 'Braum', 'Gangplank']","['Lulu', 'Gragas', 'Kalista']"
1412,"['Poppy', 'Alistar', 'Quinn']","['Kalista', 'Lulu', 'Gangplank']"
1413,"['Fiora', 'Alistar', 'Morgana']","['Kalista', 'Lulu', 'Malphite']"
1414,"['Poppy', 'Kindred', 'Kalista']","['Nidalee', 'Gangplank', 'Alistar']"
1415,"['Fiora', 'Thresh', 'Elise']","['Kalista', 'Lulu', 'KogMaw']"
1416,"['KogMaw', 'Kalista', 'Quinn']","['Poppy', 'Fiora', 'Gangplank']"
1417,"['Nidalee', 'Braum', 'Gangplank']","['KogMaw', 'Corki', 'Kalista']"
1418,"['Alistar', 'Fiora', 'KogMaw']","['Gangplank', 'Kalista', 'Nidalee']"
1419,"['Zilean', 'Lulu', 'Fiora']","['Alistar', 'KogMaw', 'Kalista']"
1420,"['Kalista', 'KogMaw', 'Lulu']","['Alistar', 'Poppy', 'Lucian']"
1421,"['Fiora', 'Kalista', 'Orianna']","['Nidalee', 'KogMaw', 'Lulu']"
1422,"['Lulu', 'Rumble', 'KogMaw']","['Gangplank', 'Nidalee', 'Thresh']"
1423,"['Braum', 'Gangplank', 'Corki']","['Lulu', 'Alistar', 'Kalista']"
1424,"['Alistar', 'Lulu', 'Lucian']","['Rammus', 'Gangplank', 'Kalista']"
1425,"['Lulu', 'Nautilus', 'Gangplank']","['Nidalee', 'Poppy', 'KogMaw']"
1426,"['Rammus', 'Corki', 'Gragas']","['Nidalee', 'Lulu', 'Thresh']"
1427,"['Alistar', 'Elise', 'Lux']","['Gangplank', 'Kalista', 'Lulu']"
1428,"['Elise', 'Azir', 'Leblanc']","['Lulu', 'Nidalee', 'Kalista']"
1429,"['Lulu', 'Alistar', 'Jhin']","['Nidalee', 'Lucian', 'Thresh']"
1430,"['Lulu', 'Quinn', 'Pantheon']","['Kalista', 'Nidalee', 'Fiora']"
1431,"['Braum', 'Lissandra', 'Thresh']","['Nidalee', 'Lulu', 'Graves']"
1432,"['Rammus', 'Lulu', 'Braum']","['Nidalee', 'Karma', 'Morgana']"
1433,"['Elise', 'Fiora', 'Gragas']","['Rammus', 'Corki', 'Lucian']"
1434,"['Thresh', 'Kalista', 'Lucian']","['Corki', 'Lulu', 'Nidalee']"
1435,"['Graves', 'Zilean', 'Leblanc']","['Lulu', 'Nidalee', 'Rammus']"
1436,"['Alistar', 'Braum', 'Quinn']","['Lulu', 'Gangplank', 'Kalista']"
1437,"['Lulu', 'Alistar', 'Kalista']","['Corki', 'Quinn', 'Gragas']"
1438,"['Alistar', 'Lulu', 'Lucian']","['Corki', 'Nidalee', 'Kalista']"
1439,"['Graves', 'Kalista', 'Lulu']","['Nidalee', 'Corki', 'Morgana']"
1440,"['Gangplank', 'Rammus', 'Kalista']","['Corki', 'Leblanc', 'Lulu']"
1441,"['Fiora', 'Lulu', 'Kalista']","['Corki', 'Rammus', 'Nidalee']"
1442,"['Braum', 'Rammus', 'Kalista']","['Lulu', 'Nidalee', 'Gangplank']"
1443,"['Trundle', 'Alistar', 'Gragas']","['Lulu', 'Corki', 'Nidalee']"
1444,"['Corki', 'Azir', 'Gragas']","['Thresh', 'Nidalee', 'Lulu']"
1445,"['Graves', 'Zed', 'Azir']","['Alistar', 'Kalista', 'Lulu']"
1446,"['Rammus', 'Lulu', 'Jhin']","['Nidalee', 'Kalista', 'Corki']"
1447,"['Gangplank', 'Thresh', 'Kalista']","['Corki', 'Lulu', 'Leblanc']"
1448,"['Zed', 'Leblanc', 'Ryze']","['Braum', 'Lucian', 'Bard']"
1449,"['Braum', 'Bard', 'RekSai']","['Ryze', 'Nidalee', 'Trundle']"
1450,"['Braum', 'Swain', 'Ryze']","['Fizz', 'Trundle', 'Bard']"
1451,"['Fizz', 'Vladimir', 'Ekko']","['Nidalee', 'Ryze']"
1452,"['Lucian', 'Maokai', 'Vladimir']","['Ryze', 'Nidalee', 'Kindred']"
1453,"['Zed', 'Lucian', 'Kindred']","['Ryze', 'Braum', 'Nidalee']"
1454,"['Kindred', 'RekSai', 'Lucian']","['Fizz', 'Ryze', 'Nidalee']"
1455,"['Fizz', 'Nidalee', 'Ekko']","['Ryze', 'Kindred', 'Jayce']"
1456,"['Zed', 'Lucian', 'Kindred']","['Ryze', 'Vladimir', 'Nidalee']"
1457,"['Vladimir', 'Braum', 'Trundle']","['Ryze', 'Nidalee', 'Kindred']"
1458,"['Trundle', 'Vladimir', 'Fizz']","['Nidalee', 'Ryze', 'Lucian']"
1459,"['Kindred', 'Lucian', 'Braum']","['Vladimir', 'Nidalee', 'Ryze']"
1460,"['Vladimir', 'Lucian', 'Jayce']","['Azir', 'Bard', 'Trundle']"
1461,"['Azir', 'Ryze', 'Maokai']","['Vladimir', 'Kindred', 'Jayce']"
1462,"['Trundle', 'Kindred', 'Graves']","['Ryze', 'Nidalee', 'Fizz']"
1463,"['Fizz', 'Vladimir', 'Bard']","['Ryze', 'Nidalee', 'Braum']"
1464,"['Caitlyn', 'Bard', 'RekSai']","['Nidalee', 'Ryze', 'Twitch']"
1465,"['Nidalee', 'Ryze', 'Trundle']","['Vladimir', 'Braum', 'Fizz']"
1466,"['Vladimir', 'Kindred', 'Ekko']","['Ryze', 'Nidalee', 'Trundle']"
1467,"['Lissandra', 'Maokai', 'Karma']","['Ryze', 'Ekko', 'Vladimir']"
1468,"['Braum', 'Azir', 'Nidalee']","['Ryze', 'Vladimir', 'Fizz']"
1469,"['Braum', 'Trundle', 'Azir']","['Ryze', 'Vladimir', 'Fizz']"
1470,"['Elise', 'Zed', 'Braum']","['Kalista', 'Nidalee', 'Ryze']"
1471,"['Gragas', 'Kalista', 'Vladimir']","['Ryze', 'Braum', 'Trundle']"
1472,"['Braum', 'Trundle', 'Elise']","['Ryze', 'Vladimir', 'Nidalee']"
1473,"['Braum', 'Bard', 'RekSai']","['Ryze', 'Elise', 'Nidalee']"
1474,"['Kindred', 'Trundle', 'Fizz']","['Vladimir', 'Ezreal', 'Braum']"
1475,"['Braum', 'Caitlyn', 'Anivia']","['Ryze', 'Kindred', 'Nidalee']"
1476,"['Kalista', 'Nidalee', 'Braum']","['Ryze', 'Trundle', 'Vladimir']"
1477,"['Trundle', 'Viktor', 'Braum']","['Ryze', 'Nidalee', 'Vladimir']"
1478,"['Bard', 'Braum', 'RekSai']","['Nidalee', 'Ryze', 'Vladimir']"
1479,"['Azir', 'Ryze', 'Elise']","['Bard', 'Vladimir', 'Nidalee']"
1480,"['Bard', 'Braum', 'Fizz']","['Nidalee', 'Ryze', 'Karma']"
1481,"['Ryze', 'Nidalee', 'Kindred']","['Bard', 'Braum', 'Sivir']"
1482,"['Viktor', 'Azir', 'Ryze']","['Swain', 'Olaf', 'Vladimir']"
1483,"['Swain', 'Olaf', 'Kindred']","['Nidalee', 'Vladimir', 'Ryze']"
1484,"['Swain', 'Trundle', 'Vladimir']","['Nidalee', 'Olaf', 'Ryze']"
1485,"['Nidalee', 'Olaf', 'Irelia']","['Vladimir', 'Ryze', 'Trundle']"
1486,"['Leblanc', 'Trundle', 'Braum']","['Fizz', 'Ryze', 'Sivir']"
1487,"['Fizz', 'Gragas', 'Vladimir']","['Ryze', 'Leblanc', 'Trundle']"
1488,"['Irelia', 'Braum', 'Bard']","['Vladimir', 'Swain', 'Ryze']"
1489,"['Swain', 'Viktor', 'Ryze']","['Azir', 'Ashe', 'Vladimir']"
1490,"['Trundle', 'RekSai', 'Elise']","['Olaf', 'Nidalee', 'Kindred']"
1491,"['Olaf', 'Nidalee', 'Bard']","['Trundle', 'Elise', 'Shen']"
1492,"['Braum', 'Trundle', 'Karma']","['Caitlyn', 'Vladimir', 'Bard']"
1493,"['Caitlyn', 'Bard', 'Fizz']","['Braum', 'Nautilus', 'Azir']"
1494,"['Fizz', 'Bard', 'Caitlyn']","['Shen', 'Trundle', 'Illaoi']"
1495,"['Illaoi', 'Shen', 'Trundle']","['Fizz', 'Bard', 'Caitlyn']"
1496,"['Braum', 'Shen', 'Trundle']","['Vladimir', 'Bard', 'Irelia']"
1497,"['Bard', 'Anivia', 'Irelia']","['Azir', 'Shen', 'Braum']"
1498,"['Bard', 'Kindred', 'Braum']","['Vladimir', 'Nidalee', 'Ryze']"
1499,"['Nidalee', 'Ezreal', 'Ryze']","['Vladimir', 'Bard', 'Kindred']"
1500,"['Elise', 'Trundle', 'Olaf']","['Karma', 'Azir', 'Vladimir']"
1501,"['Karma', 'Caitlyn', 'Ryze']","['Elise', 'Vladimir', 'Nidalee']"
1502,"['Azir', 'Ryze', 'Braum']","['Draven', 'Vladimir', 'Trundle']"
1503,"['Draven', 'Gragas', 'Trundle']","['Ryze', 'Caitlyn', 'Vladimir']"
1504,"['Nidalee', 'Elise', 'Ryze']","['Swain', 'Vladimir', 'Caitlyn']"
1505,"['Swain', 'Caitlyn', 'Ryze']","['Nidalee', 'Vladimir', 'Azir']"
1506,"['Draven', 'Trundle', 'Caitlyn']","['Olaf', 'Irelia', 'Gragas']"
1507,"['Olaf', 'Irelia', 'Zilean']","['Draven', 'Caitlyn', 'Gragas']"
1508,"['Caitlyn', 'Azir', 'Bard']","['Vladimir', 'Nidalee', 'Gragas']"
1509,"['Trundle', 'Nidalee', 'Jax']","['Vladimir', 'Caitlyn', 'Azir']"
1510,"['Bard', 'Braum', 'Syndra']","['Jhin', 'Olaf', 'Nidalee']"
1511,"['Jhin', 'Olaf', 'Nidalee']","['Bard', 'Vladimir', 'Braum']"
1512,"['Draven', 'Trundle', 'Braum']","['Olaf', 'Gragas', 'Irelia']"
1513,"['Olaf', 'Bard', 'Caitlyn']","['Draven', 'Karma', 'Ryze']"
1514,"['Elise', 'Olaf', 'Swain']","['Vladimir', 'Azir', 'Karma']"
1515,"['Trundle', 'Viktor', 'Karma']","['Vladimir', 'Nidalee', 'Swain']"
1516,"['Caitlyn', 'Azir', 'Trundle']","['Olaf', 'Vladimir', 'Irelia']"
1517,"['Olaf', 'Irelia', 'Viktor']","['Vladimir', 'Azir', 'Nidalee']"
1518,"['Trundle', 'Karma', 'Irelia']","['Olaf', 'Caitlyn', 'Swain']"
1519,"['Olaf', 'Caitlyn', 'Braum']","['Vladimir', 'Karma', 'Azir']"
1520,"['Trundle', 'Braum', 'Hecarim']","['Olaf', 'Irelia', 'Gragas']"
1521,"['Olaf', 'TahmKench', 'Nidalee']","['Hecarim', 'Braum', 'Vladimir']"
1522,"['Ryze', 'Gragas', 'Nidalee']","['Vladimir', 'Caitlyn', 'Swain']"
1523,"['Swain', 'Caitlyn', 'Jhin']","['Trundle', 'Bard', 'Vladimir']"
1524,"['Nidalee', 'Olaf', 'Caitlyn']","['Vladimir', 'Swain', 'Braum']"
1525,"['Swain', 'Varus', 'Jhin']","['Nidalee', 'Vladimir', 'Gnar']"
1526,"['Leblanc', 'Shen', 'Trundle']","['Caitlyn', 'Vladimir', 'Ryze']"
1527,"['Caitlyn', 'Ryze', 'Gragas']","['Bard', 'Elise', 'Shen']"
1528,"['Trundle', 'Olaf', 'Irelia']","['Sion', 'Taliyah', 'Vladimir']"
1529,"['Sion', 'Taliyah', 'Swain']","['Shen', 'Vladimir', 'Bard']"
1530,"['Azir', 'Karma', 'Gragas']","['Vladimir', 'Ashe', 'Olaf']"
1531,"['Olaf', 'Irelia', 'Ashe']","['Vladimir', 'Azir', 'Nidalee']"
1532,"['Sivir', 'Bard', 'Elise']","['Vladimir', 'Nidalee', 'Azir']"
1533,"['Azir', 'Olaf', 'Karma']","['Vladimir', 'Zilean', 'Sivir']"
1534,"['Azir', 'Elise', 'Ashe']","['Jhin', 'Swain', 'Vladimir']"
1535,"['Kindred', 'Swain', 'Shen']","['Elise', 'Azir', 'Vladimir']"
1536,"['Sion', 'Taliyah', 'Bard']","['Ryze', 'Vladimir', 'Nidalee']"
1537,"['Olaf', 'Trundle', 'Ryze']","['Vladimir', 'Taliyah', 'Nidalee']"
1538,"['Karma', 'Olaf', 'Azir']","['Vladimir', 'Irelia', 'Rumble']"
1539,"['Braum', 'Irelia', 'Karma']","['Vladimir', 'Azir', 'Nidalee']"
1540,"['Azir', 'Irelia', 'Olaf']","['Vladimir', 'Shen', 'Trundle']"
1541,"['Swain', 'Shen', 'Trundle']","['Irelia', 'Olaf', 'Vladimir']"
1542,"['Braum', 'Syndra', 'Bard']","['Caitlyn', 'Vladimir', 'Ryze']"
1543,"['Caitlyn', 'Ryze', 'Draven']","['Bard', 'Vladimir', 'Braum']"
1544,"['Swain', 'Nidalee', 'Azir']","['Vladimir', 'Bard', 'Ashe']"
1545,"['Bard', 'Shen', 'Irelia']","['Vladimir', 'Viktor', 'Nidalee']"
1546,"['Azir', 'Bard', 'Olaf']","['Ryze', 'Jhin', 'Vladimir']"
1547,"['Jhin', 'Ryze', 'Nidalee']","['Vladimir', 'Viktor', 'Azir']"
1548,"['Irelia', 'Olaf', 'Ryze']","['Nidalee', 'Azir', 'Gnar']"
1549,"['Azir', 'Karma', 'Gnar']","['Nidalee', 'Vladimir', 'Olaf']"
1550,"['Bard', 'Taliyah', 'Azir']","['Shen', 'Karma', 'Malzahar']"
1551,"['Trundle', 'Malzahar', 'Shen']","['Bard', 'Vladimir', 'Irelia']"
1552,"['Shen', 'Bard', 'Elise']","['Azir', 'Nidalee', 'Vladimir']"
1553,"['Azir', 'Nidalee', 'Vladimir']","['Shen', 'Ryze', 'Draven']"
1554,"['Olaf', 'Cassiopeia', 'Nidalee']","['Bard', 'Braum', 'Varus']"
1555,"['Bard', 'Braum', 'Varus']","['Olaf', 'Nidalee', 'Azir']"
1556,"['Trundle', 'Malzahar', 'Gnar']","['Nidalee', 'Olaf', 'Sivir']"
1557,"['Nidalee', 'Olaf', 'Irelia']","['Malzahar', 'Karma', 'Gnar']"
1558,"['Bard', 'Vladimir', 'Irelia']","['Elise', 'Nidalee', 'Shen']"
1559,"['Trundle', 'Elise', 'Shen']","['RekSai', 'Vladimir', 'Nidalee']"
1560,"['Irelia', 'RekSai', 'Shen']","['Azir', 'Elise', 'Vladimir']"
1561,"['Azir', 'Elise', 'Vladimir']","['Shen', 'Bard', 'Irelia']"
1562,"['Viktor', 'RekSai', 'Azir']","['Nidalee', 'Olaf', 'Sivir']"
1563,"['Olaf', 'Leblanc', 'Sivir']","['Nidalee', 'Jax', 'Braum']"
1564,"['Azir', 'Karma', 'Sivir']","['Bard', 'Nidalee', 'Vladimir']"
1565,"['Bard', 'Irelia', 'RekSai']","['Azir', 'Rumble', 'Sivir']"
1566,"['Shen', 'Caitlyn', 'Vladimir']","['Azir', 'Jhin', 'Nidalee']"
1567,"['Azir', 'Jax', 'Jhin']","['Shen', 'Sivir', 'Vladimir']"
1568,"['Zilean', 'Azir', 'Elise']","['Vladimir', 'Shen', 'Nidalee']"
1569,"['Shen', 'Illaoi', 'Taric']","['Zilean', 'Nidalee', 'Braum']"
1570,"['Olaf', 'Sivir', 'Irelia']","['Caitlyn', 'Malzahar', 'Nidalee']"
1571,"['Caitlyn', 'Malzahar', 'RekSai']","['Olaf', 'Nidalee', 'Sivir']"
1572,"['Malzahar', 'Shen', 'Elise']","['Azir', 'Zilean', 'Karma']"
1573,"['Nidalee', 'Irelia', 'Zilean']","['Malzahar', 'Shen', 'Elise']"
1574,"['Morgana', 'Azir', 'Irelia']","['Shen', 'Bard', 'Ashe']"
1575,"['Bard', 'Illaoi', 'Shen']","['Morgana', 'Nidalee', 'Irelia']"
1576,"['Malzahar', 'Elise', 'Shen']","['Nidalee', 'Olaf', 'Irelia']"
1577,"['Nidalee', 'Irelia', 'Olaf']","['Malzahar', 'Elise', 'Shen']"
1578,"['Caitlyn', 'Malzahar', 'Nidalee']","['Bard', 'Jhin', 'Olaf']"
1579,"['Bard', 'Olaf', 'Azir']","['Malzahar', 'Nidalee', 'Caitlyn']"
1580,"['Taliyah', 'Bard', 'Irelia']","['Nidalee', 'Karma', 'Azir']"
1581,"['Trundle', 'Leblanc', 'Rumble']","['Nidalee', 'Malzahar', 'Azir']"
1582,"['Nidalee', 'Vladimir', 'Gragas']","['Jhin', 'Karma', 'Syndra']"
1583,"['Syndra', 'Varus', 'Azir']","['Nidalee', 'Vladimir', 'Karma']"
1584,"['Malzahar', 'Shen', 'Bard']","['Nidalee', 'Jhin', 'Ashe']"
1585,"['Trundle', 'Jhin', 'Karma']","['Malzahar', 'Shen', 'Nidalee']"
1586,"['Irelia', 'Karma', 'Olaf']","['Malzahar', 'Nidalee', 'Shen']"
1587,"['Malzahar', 'Vladimir', 'Shen']","['Nidalee', 'Azir', 'Karma']"
1588,"['Bard', 'Malzahar', 'Shen']","['Nidalee', 'Olaf', 'Sivir']"
1589,"['Olaf', 'Nidalee', 'Azir']","['Bard', 'Shen', 'Karma']"
1590,"['Braum', 'Nidalee', 'Karma']","['Bard', 'Vladimir', 'Trundle']"
1591,"['Bard', 'Trundle', 'Cassiopeia']","['Nidalee', 'Malzahar', 'Olaf']"
1592,"['Caitlyn', 'Lucian', 'Kassadin']","['Nidalee', 'Trundle', 'Karma']"
1593,"['Karma', 'Trundle', 'Jhin']","['Caitlyn', 'Swain', 'Nidalee']"
1594,"['Fiora', 'Nidalee', 'Shen']","['Sivir', 'Malzahar', 'Draven']"
1595,"['Elise', 'Draven', 'Gnar']","['Nidalee', 'Fiora', 'Olaf']"
1596,"['Malzahar', 'Elise', 'Jax']","['Nidalee', 'Karma', 'Olaf']"
1597,"['Olaf', 'Gangplank', 'Kassadin']","['Malzahar', 'Sivir', 'Nidalee']"
1598,"['Olaf', 'Nidalee', 'Karma']","['Bard', 'Malzahar', 'Braum']"
1599,"['Bard', 'Malzahar', 'Trundle']","['Olaf', 'Nidalee', 'Gnar']"
1600,"['Gangplank', 'Olaf', 'Nidalee']","['Caitlyn', 'Elise', 'RekSai']"
1601,"['Illaoi', 'Gnar', 'Elise']","['Olaf', 'Sivir', 'Gangplank']"
1602,"['Olaf', 'Malzahar', 'Gangplank']","['Illaoi', 'Ashe', 'Nidalee']"
1603,"['Gangplank', 'Shen', 'Olaf']","['Nidalee', 'Malzahar', 'Fiora']"
1604,"['Karma', 'Gragas', 'Fiora']","['Nidalee', 'Olaf', 'Gangplank']"
1605,"['Malzahar', 'Kassadin', 'Trundle']","['Illaoi', 'Shen', 'Anivia']"
1606,"['Illaoi', 'Irelia', 'Anivia']","['Malzahar', 'Kassadin', 'Cassiopeia']"
1607,"['Gragas', 'Trundle', 'Jax']","['Nidalee', 'Elise', 'Gangplank']"
1608,"['Elise', 'Gangplank', 'Malzahar']","['Nidalee', 'Shen', 'Sivir']"
1609,"['Fiora', 'Nidalee', 'Kassadin']","['Karma', 'Malzahar', 'Syndra']"
1610,"['Cassiopeia', 'Syndra', 'Elise']","['Fiora', 'Malzahar', 'Karma']"
1611,"['Karma', 'Elise', 'Malzahar']","['Bard', 'Illaoi', 'Nidalee']"
1612,"['Illaoi', 'Bard', 'Nidalee']","['Karma', 'Malzahar', 'Lucian']"
1613,"['Swain', 'Lucian', 'Kassadin']","['Nidalee', 'Malzahar', 'KogMaw']"
1614,"['Fiora', 'Taric', 'Trundle']","['Lucian', 'Malzahar', 'Vladimir']"
1615,"['Nidalee', 'Fiora', 'Karma']","['Malzahar', 'Illaoi', 'Trundle']"
1616,"['Sivir', 'Kassadin', 'Shen']","['Nidalee', 'Malzahar', 'Karma']"
1617,"['TahmKench', 'KogMaw', 'Trundle']","['Nidalee', 'Malzahar', 'Karma']"
1618,"['Malzahar', 'Hecarim', 'Trundle']","['Nidalee', 'TahmKench', 'Karma']"
1619,"['Vladimir', 'Malzahar', 'Trundle']","['Nidalee', 'Irelia', 'Olaf']"
1620,"['KogMaw', 'Fiora', 'Nidalee']","['Malzahar', 'Karma', 'Vladimir']"
1621,"['Kassadin', 'Alistar', 'Zilean']","['Nidalee', 'Malzahar', 'Elise']"
1622,"['Elise', 'Karma', 'Gragas']","['Kassadin', 'Malzahar', 'Nidalee']"
1623,"['Kassadin', 'Irelia', 'Gragas']","['Nidalee', 'Elise', 'TahmKench']"
1624,"['Elise', 'TahmKench', 'Gnar']","['Nidalee', 'Gragas', 'Malzahar']"
1625,"['Shen', 'Karma', 'Leblanc']","['Syndra', 'KogMaw', 'Bard']"
1626,"['Syndra', 'Bard', 'Cassiopeia']","['Shen', 'Karma', 'Lucian']"
1627,"['TahmKench', 'Shen', 'Ryze']","['Nidalee', 'Malzahar', 'Irelia']"
1628,"['KogMaw', 'Nidalee', 'Trundle']","['Malzahar', 'Hecarim', 'Lucian']"
1629,"['Jhin', 'Graves', 'Corki']","['Poppy', 'Nidalee', 'Sivir']"
1630,"['Trundle', 'Varus', 'Corki']","['Nidalee', 'Graves', 'Kassadin']"
1631,"['Graves', 'Corki', 'Kindred']","['Poppy', 'Nidalee', 'Trundle']"
1632,"['Trundle', 'Varus', 'Corki']","['Nidalee', 'Maokai', 'Poppy']"
1633,"['Ryze', 'Thresh', 'Sivir']","['Lulu', 'Azir', 'Jhin']"
1634,"['Ryze', 'Thresh', 'Sivir']","['Lulu', 'Azir', 'Alistar']"
1635,"['Lulu', 'Orianna', 'Azir']","['Ryze', 'Thresh', 'Lissandra']"
1636,"['TwistedFate', 'Nidalee', 'Thresh']","['Alistar', 'Sivir', 'Azir']"
1637,"['Azir', 'Alistar', 'Trundle']","['TwistedFate', 'Nidalee', 'Thresh']"
1638,"['Azir', 'Karma', 'Kindred']","['TwistedFate', 'Nidalee', 'Thresh']"
1639,"['Azir', 'Kindred', 'Kassadin']","['TwistedFate', 'Nidalee', 'Lissandra']"
1640,"['TwistedFate', 'Nidalee', 'Lissandra']","['Kindred', 'Azir', 'Karma']"
